Budget,Average Recovery Rate
134,0.6666666666666666
135,0.6666666666666666
136,0.6666666666666666
137,0.6666666666666666
138,0.6666666666666666
139,0.6666666666666666
140,0.6666666666666666
141,0.6666666666666666
142,0.6666666666666666
143,0.6666666666666666
144,0.6666666666666666
145,0.6666666666666666
146,0.6666666666666666
147,0.6666666666666666
148,0.6666666666666666
149,0.6666666666666666
150,0.6666666666666666
151,0.6666666666666666
152,0.6666666666666666
153,0.6666666666666666
154,0.6666666666666666
155,0.6666666666666666
156,0.6666666666666666
157,0.6666666666666666
158,0.6666666666666666
159,0.6666666666666666
160,0.6666666666666666
161,0.6666666666666666
162,0.6666666666666666
163,0.6666666666666666
164,0.7
165,0.7
166,0.7
167,0.7
168,0.7
169,0.7
170,0.7
171,0.7
172,0.7
173,0.7
174,0.7333333333333333
175,0.7333333333333333
176,0.7333333333333333
177,0.7333333333333333
178,0.7333333333333333
179,0.7333333333333333
180,0.7333333333333333
181,0.7333333333333333
182,0.7333333333333333
183,0.7333333333333333
184,0.7333333333333333
185,0.7333333333333333
186,0.7333333333333333
187,0.7333333333333333
188,0.7333333333333333
189,0.7
190,0.7
191,0.7333333333333333
192,0.7333333333333333
193,0.7333333333333333
194,0.7333333333333333
195,0.7333333333333333
196,0.7333333333333333
197,0.7333333333333333
198,0.7333333333333333
199,0.7333333333333333
200,0.7333333333333333
201,0.7333333333333333
202,0.7333333333333333
203,0.7333333333333333
204,0.7333333333333333
205,0.7333333333333333
206,0.7333333333333333
207,0.7333333333333333
208,0.7333333333333333
209,0.7333333333333333
210,0.7333333333333333
211,0.7333333333333333
212,0.7333333333333333
213,0.7
214,0.7
215,0.7
216,0.7
217,0.7
218,0.7
219,0.7
220,0.7
221,0.7
222,0.7
223,0.7
224,0.7
225,0.7333333333333333
226,0.7
227,0.7
228,0.7
229,0.7
230,0.7
231,0.7
232,0.7
233,0.7
234,0.7
235,0.7
236,0.7
237,0.7
238,0.7
239,0.7
240,0.7
241,0.7
242,0.7
243,0.7
244,0.7
245,0.7
246,0.7
247,0.7
248,0.7
249,0.7
250,0.7
251,0.7
252,0.7
253,0.7
254,0.7
255,0.7
256,0.7
257,0.7
258,0.7
259,0.7
260,0.7
261,0.7
262,0.7
263,0.7
264,0.7
265,0.7
266,0.7333333333333333
267,0.7666666666666667
268,0.7666666666666667
269,0.7666666666666667
270,0.7666666666666667
271,0.7333333333333333
272,0.7666666666666667
273,0.7666666666666667
274,0.7666666666666667
275,0.8
276,0.7666666666666667
277,0.8
278,0.8
279,0.8
280,0.8
281,0.8
282,0.8
283,0.8
284,0.8
285,0.8
286,0.8
287,0.8
288,0.8
289,0.8
290,0.8
291,0.8
292,0.8
293,0.8
294,0.8
295,0.8
296,0.8
297,0.8
298,0.8
299,0.8
300,0.8
301,0.8
302,0.8
303,0.8
304,0.8
305,0.8
306,0.8
307,0.8
308,0.8
309,0.8
310,0.8
311,0.8
312,0.8
313,0.8
314,0.7666666666666667
315,0.7666666666666667
316,0.7666666666666667
317,0.7666666666666667
318,0.7666666666666667
319,0.7666666666666667
320,0.7666666666666667
321,0.7666666666666667
322,0.7666666666666667
323,0.7666666666666667
324,0.7666666666666667
325,0.7666666666666667
326,0.7666666666666667
327,0.7666666666666667
328,0.7666666666666667
329,0.7666666666666667
330,0.7666666666666667
331,0.7666666666666667
332,0.7666666666666667
333,0.7666666666666667
334,0.7666666666666667
335,0.7666666666666667
336,0.7666666666666667
337,0.7666666666666667
338,0.7666666666666667
339,0.7666666666666667
340,0.7666666666666667
341,0.7666666666666667
342,0.7666666666666667
343,0.7666666666666667
344,0.7666666666666667
345,0.7666666666666667
346,0.7666666666666667
347,0.7666666666666667
348,0.7666666666666667
349,0.7666666666666667
350,0.7666666666666667
351,0.7666666666666667
352,0.7666666666666667
353,0.7666666666666667
354,0.7666666666666667
355,0.7666666666666667
356,0.7666666666666667
357,0.8
358,0.8
359,0.8
360,0.8
361,0.8
362,0.8
363,0.8
364,0.8
365,0.8
366,0.8
367,0.8
368,0.8
369,0.8
370,0.8
371,0.8
372,0.8
373,0.8
374,0.8
375,0.8
376,0.8
377,0.8
378,0.8
379,0.8
380,0.8
381,0.8
382,0.8
383,0.8
384,0.8
385,0.8
386,0.8
387,0.8
388,0.8
389,0.8
390,0.8
391,0.8
392,0.8
393,0.8
394,0.8
395,0.8
396,0.8
397,0.8
398,0.8
399,0.8
400,0.8
401,0.8
402,0.8
403,0.8
404,0.8
405,0.8
406,0.8
407,0.8
408,0.8
409,0.8
410,0.8
411,0.8
412,0.8
413,0.8
414,0.8
415,0.8
416,0.8
417,0.8
418,0.8
419,0.8
420,0.8
421,0.8
422,0.8
423,0.8
424,0.8
425,0.8
426,0.8
427,0.8
428,0.8
429,0.8
430,0.8
431,0.8
432,0.8
433,0.8
434,0.8
435,0.8
436,0.8
437,0.8
438,0.8
439,0.8
440,0.8
441,0.8
442,0.8
443,0.8
444,0.8
445,0.8
446,0.8
447,0.8
448,0.8
449,0.8
450,0.8
451,0.8
452,0.8
453,0.8
454,0.8
455,0.8
456,0.8
457,0.8
458,0.8
459,0.8
460,0.8
461,0.8
462,0.8
463,0.8
464,0.8
465,0.8
466,0.8
467,0.8
468,0.8
469,0.8
470,0.8
471,0.8
472,0.8
473,0.8
474,0.8
475,0.8
476,0.8
477,0.8
478,0.8
479,0.8
480,0.8
481,0.8
482,0.8
483,0.8
484,0.8
485,0.8
486,0.8
487,0.8
488,0.8
489,0.8
490,0.8
491,0.8
492,0.8
493,0.8
494,0.8
495,0.8
496,0.8
497,0.8
498,0.8
499,0.8
500,0.8
